customer_id,clv_12m,clv_tier,prob_alive,predicted_purchases_12m,frequency,monetary_value,expected_avg_value,segment,churn_risk_tier,return_probability
1afe8a9c67eec3516c09a8bdcc539090,0.0,Bronze,1.0,0.01747801932474573,0.0,0.0,0.0,Mainstream Plus,,
f6b5c1255d74840ea920104295a66d0a,0.0,Bronze,1.0,0.005908611360023003,0.0,0.0,0.0,Economy Shoppers,Critical,0.3677433
b56f0c76d060167be49b4f8208576cca,0.0,Bronze,1.0,0.00708013805245775,0.0,0.0,0.0,Budget Buyers,High,0.46820354
cec800e76b1cc898de17926aa9e1e146,0.0,Bronze,1.0,0.020052536505087936,0.0,0.0,0.0,Mainstream Buyers,,
31efef58795097e1299b55a30bb57f45,0.0,Bronze,1.0,0.01747801932474573,0.0,0.0,0.0,Premium Buyers,,
c3d7323f3c6da4f6b1c1ab44328b2637,0.0,Bronze,1.0,0.010377570289569146,0.0,0.0,0.0,Budget Buyers,High,0.43687186
3b4f7be4dafb7e86ff361b032f410ac0,0.0,Bronze,1.0,0.010099166209539425,0.0,0.0,0.0,Mid-Tier Shoppers,High,0.46373603
591cb16ea1a6d8f7eebd0a349593bea2,0.0,Bronze,1.0,0.012543549988023624,0.0,0.0,0.0,Mainstream Plus,Low,0.8845326
35af9db017c64c3410a255c75375b15f,0.0,Bronze,1.0,0.006548600627511605,0.0,0.0,0.0,Mid-Tier Shoppers,High,0.42464203
4b29474c60ebdcf9372db1c79c2190b7,0.0,Bronze,1.0,0.01620753038192255,0.0,0.0,0.0,Mid-Tier Shoppers,Low,0.87790686
75dbcfb7a44bcf1199a9232679b45b10,0.0,Bronze,1.0,0.013380963444222146,0.0,0.0,0.0,Budget Buyers,Low,0.88109004
c2a9d304ac6f6c83a1d58953845a94b0,0.0,Bronze,1.0,0.00872780785939192,0.0,0.0,0.0,Mainstream Buyers,High,0.46217033
744a80b67af618adfecb19c2b77e3618,0.0,Bronze,1.0,0.015010890569777923,0.0,0.0,0.0,Mid-Tier Shoppers,Low,0.8958259
c267e32fea07ffc4d9d388d44c4106c7,0.0,Bronze,1.0,0.005667486350049276,0.0,0.0,0.0,Mid-Tier Shoppers,Critical,0.3538239
14e4fd056129b209f512b1070b405ccc,0.0,Bronze,1.0,0.0057201655235700165,0.0,0.0,0.0,Mid-Tier Shoppers,Critical,0.26748568
2b3c93b880505c1bbc5b3de1dd0ace3d,0.0,Bronze,1.0,0.01530636403165382,0.0,0.0,0.0,Economy Shoppers,Low,0.883696
063a5ea8e53ff62d2547c8af92ba02b2,0.0,Bronze,1.0,0.01135140219501208,0.0,0.0,0.0,Economy Shoppers,Low,0.88078254
bfa4fb88e998929d9f6bfee1eed971b5,0.0,Bronze,1.0,0.018429805793627404,0.0,0.0,0.0,Mid-Tier Shoppers,,
6572a6aa6fe3f3f54977bbfac36d64a5,0.0,Bronze,1.0,0.013895838802357636,0.0,0.0,0.0,Mainstream Buyers,Low,0.8843388
cd030cc7d9fe30c0ca7889aeffa326a4,0.0,Bronze,1.0,0.017159056175152034,0.0,0.0,0.0,Mainstream Plus,,
8d9af6fd03ae64da4f7fb87e4f9fce2e,0.0,Bronze,1.0,0.011257701365550186,0.0,0.0,0.0,Mid-Tier Shoppers,Low,0.880254
57063b7216d8c3380b2aff7a02ec17b8,0.0,Bronze,1.0,0.008819379115436813,0.0,0.0,0.0,Mid-Tier Shoppers,Critical,0.39855823
e12c68dd4db32c03ad19a62b5c3da912,0.0,Bronze,1.0,0.009309079920140344,0.0,0.0,0.0,Budget Buyers,High,0.44138777
c02e0664590e5c59486088c7676ec031,0.0,Bronze,1.0,0.008030066461472453,0.0,0.0,0.0,Mainstream Buyers,High,0.4005387
a13cbaa8e1b1fffbfe0e01d938789f51,0.0,Bronze,1.0,0.01050955592017196,0.0,0.0,0.0,Premium Buyers,High,0.4635927
0a791c41f6f639d2cdeba44d05e6ef04,0.0,Bronze,1.0,0.007750947825069789,0.0,0.0,0.0,Mainstream Buyers,High,0.42544085
9d4b49b0fc9981a6ad9b314e6ce43925,0.0,Bronze,1.0,0.005344438690770463,0.0,0.0,0.0,Budget Buyers,Critical,0.37553272
96984d20a74a9ad8ccaa00a5891605a5,0.0,Bronze,1.0,0.008673809105469733,0.0,0.0,0.0,Mainstream Buyers,High,0.43222192
8abfeeb7b843cfbc0f5844addf3a4880,0.0,Bronze,1.0,0.008091502099946012,0.0,0.0,0.0,Mid-Tier Shoppers,High,0.47171372
4dbf01fdbd4d151fcd2f0f4cbec02c4e,0.0,Bronze,1.0,0.009478042984456127,0.0,0.0,0.0,Budget Buyers,Critical,0.37683034
b2ed81c59896b239367d9c2722f242ae,0.0,Bronze,1.0,0.006189420502818224,0.0,0.0,0.0,Economy Shoppers,High,0.43050992
ad02be9a3c992f78bc890f2696a0493b,0.0,Bronze,1.0,0.011846096761944373,0.0,0.0,0.0,Mid-Tier Shoppers,Low,0.88896465
3a6593692ab61c6618b23ddce7347ceb,0.0,Bronze,1.0,0.006787531195354303,0.0,0.0,0.0,Mainstream Buyers,High,0.4849763
2fa7b0fe956bffb7394467ca776543f2,0.0,Bronze,1.0,0.009812845373242124,0.0,0.0,0.0,Budget Buyers,High,0.5691009
860f2edf83e2e21d5fdb5217f7635753,0.0,Bronze,1.0,0.010173520726450481,0.0,0.0,0.0,Economy Shoppers,High,0.59755456
269dc95fb2e86fc9f8fdee385fd66e93,0.0,Bronze,1.0,0.008060663061707284,0.0,0.0,0.0,Mainstream Buyers,High,0.40100703
1bc16e02bedfd980cd935973425f1cd2,0.0,Bronze,1.0,0.007211892956059699,0.0,0.0,0.0,Premium Buyers,High,0.49186638
2d7d7ef5272cb7c9ec3f7aa57a2b2dec,0.0,Bronze,1.0,0.016416425360291927,0.0,0.0,0.0,Economy Shoppers,Low,0.8723022
8be838a392ab1879b89cb279123ee2b2,0.0,Bronze,1.0,0.006469480801889462,0.0,0.0,0.0,Mid-Tier Shoppers,High,0.53368807
1013b3cb87e89aa951b7f556f8c26d33,0.0,Bronze,1.0,0.00466449248390594,0.0,0.0,0.0,Mainstream Plus,Critical,0.2725574
f2f4eb1a9dd538dbe28987f5d42e9857,0.0,Bronze,1.0,0.01655909795742336,0.0,0.0,0.0,Mainstream Buyers,Low,0.882113
393d64cafa977bd5aeeb4724bdf29d03,0.0,Bronze,1.0,0.015246238200882877,0.0,0.0,0.0,Premium Buyers,Low,0.88468045
9d4d495d057fab5a6fa1dd89d432a0cb,0.0,Bronze,1.0,0.016071553224297007,0.0,0.0,0.0,Mainstream Buyers,Low,0.88107395
ded54c534eae8f885d98e8a9dfa65b90,0.0,Bronze,1.0,0.01278263570843464,0.0,0.0,0.0,Mainstream Buyers,Low,0.88098425
1cefecd08a908f264a214c2e07f2d3ec,0.0,Bronze,1.0,0.01298955301769409,0.0,0.0,0.0,Mid-Tier Shoppers,Low,0.88561225
2c170599bc976f4cf90327b4baf83aeb,0.0,Bronze,1.0,0.009521293201309552,0.0,0.0,0.0,Mid-Tier Shoppers,Critical,0.37271932
e97a9968c444502cfce41e23725952e5,0.0,Bronze,1.0,0.00610148984262717,0.0,0.0,0.0,Mid-Tier Shoppers,High,0.4747777
60c0622ace374f7f29cbd0e206127643,0.0,Bronze,1.0,0.006987381230490147,0.0,0.0,0.0,Mainstream Buyers,High,0.42822722
610723ccf893b7420a52056e8d460113,0.0,Bronze,1.0,0.00983605200508502,0.0,0.0,0.0,Premium Buyers,High,0.47637042
4dfeeaf74cd7936d013802d1cc2e0c0a,0.0,Bronze,1.0,0.009789753553066601,0.0,0.0,0.0,Premium Buyers,High,0.5128746
6b44ea99d4cb9ebdb1a80994a7317728,0.0,Bronze,1.0,0.008498726340322763,0.0,0.0,0.0,Mainstream Buyers,Critical,0.32671076
66dff61ac82f40a1ad90762783e8a5ee,0.0,Bronze,1.0,0.009721158135163626,0.0,0.0,0.0,Economy Shoppers,Critical,0.3771169
68db0252e5ad567234008980e8dab21c,0.0,Bronze,1.0,0.005727772659146482,0.0,0.0,0.0,Mainstream Buyers,Critical,0.29312506
8fc86d31af29c9a6ef80c6c950666adc,0.0,Bronze,1.0,0.006691938207939948,0.0,0.0,0.0,Mid-Tier Shoppers,High,0.4351233
e6428b88ea8513d718bb4199f280cd77,0.0,Bronze,1.0,0.011478957836258819,0.0,0.0,0.0,Mainstream Buyers,Low,0.89163065
fab24554bc9a6b466c61b9f4c0f4b7d9,0.0,Bronze,1.0,0.018158565596968847,0.0,0.0,0.0,Premium Buyers,,
41db322bbc128ead2b4dcb94280a9ce0,0.0,Bronze,1.0,0.017237549445938447,0.0,0.0,0.0,Economy Shoppers,,
9da01a19c4b8035ff31f3eb2a4de7c86,0.0,Bronze,1.0,0.01900147503529297,0.0,0.0,0.0,Mainstream Buyers,,
9317734b9df707723cc73d49964501d6,0.0,Bronze,1.0,0.010986222319789987,0.0,0.0,0.0,Mainstream Buyers,High,0.45523262
f1582c8c1c74eb4d57a2485b3e6efc51,0.0,Bronze,1.0,0.01910079087912533,0.0,0.0,0.0,Mid-Tier Shoppers,,
eb40667f90c8d0694ad616975d9729c2,0.0,Bronze,1.0,0.01824795243550618,0.0,0.0,0.0,Mainstream Plus,,
7e42f801c6588638f347d7590379e617,0.0,Bronze,1.0,0.009267819329111741,0.0,0.0,0.0,Economy Shoppers,High,0.42399812
3f11d1b5ece70ee5d68c4648f3e4eaa8,0.0,Bronze,1.0,0.008602882953990896,0.0,0.0,0.0,Economy Shoppers,High,0.5129532
8877ad2e63b8bc49e95b1c18133c4f8d,0.0,Bronze,1.0,0.01258272466393585,0.0,0.0,0.0,Economy Shoppers,Low,0.86674637
c9f4a3e9c7d357935a0e2e930d24ae71,0.0,Bronze,1.0,0.005623112737643056,0.0,0.0,0.0,Mainstream Plus,Critical,0.25916007
41c81db0288d706cbb0937bddbea8f95,0.0,Bronze,1.0,0.011985929303323352,0.0,0.0,0.0,Mainstream Buyers,Low,0.88407326
bd15f9ff1287103a05384574f0525d58,0.0,Bronze,1.0,0.008397156990486147,0.0,0.0,0.0,Mainstream Plus,Critical,0.31408885
b6113cb31237fc5caac3837be20c02ae,0.0,Bronze,1.0,0.01764263851274174,0.0,0.0,0.0,Economy Shoppers,,
ffd1de7d1aaba96f625807ae058cda15,0.0,Bronze,1.0,0.012823446261881831,0.0,0.0,0.0,Mainstream Plus,Low,0.87703645
2417eddcf87ccb8b24235761f8b09568,0.0,Bronze,1.0,0.00791004640860205,0.0,0.0,0.0,Mid-Tier Shoppers,High,0.42458072
9da470067c9f099fdc9597b5a7b57355,0.0,Bronze,1.0,0.011196144360035059,0.0,0.0,0.0,Mainstream Plus,Low,0.8799073
1b4a75b3478138e99902678254b260f4,3.1494518188429392,Gold,0.05752210572520816,0.03622749320301556,1.0,87.9,93.52916995184628,Premium Buyers,,
5315024f901f933bd377d1bca7928057,0.0,Bronze,1.0,0.00862050113693257,0.0,0.0,0.0,Mainstream Buyers,High,0.50786334
245f25690dd45fbd1e15f4941d9a6439,0.0,Bronze,1.0,0.017237549445938447,0.0,0.0,0.0,Economy Shoppers,,
4ddafff707b98c2f941aca4da98b3044,0.0,Bronze,1.0,0.00591673844164562,0.0,0.0,0.0,Economy Shoppers,Critical,0.33652076
97d4270ba979285c0c6500fbaf1e7da1,0.0,Bronze,1.0,0.006354401632928599,0.0,0.0,0.0,Premium Buyers,High,0.42086175
e3e00b7ea484ae1ef4b76737e3ec56fa,0.0,Bronze,1.0,0.00557222912496013,0.0,0.0,0.0,Economy Shoppers,High,0.41201106
766d8c95b0b9445ca63f3cfae64fa55f,0.0,Bronze,1.0,0.014144533112002547,0.0,0.0,0.0,Mainstream Plus,Low,0.88327545
923c66d220bd6cc4760eb719e35f0b2f,0.0,Bronze,1.0,0.014839595169445642,0.0,0.0,0.0,Mid-Tier Shoppers,Low,0.8803258
dbd8419d89e2d12f79322167e68e6225,0.0,Bronze,1.0,0.006897086829861788,0.0,0.0,0.0,Mainstream Plus,High,0.40240714
5299b9f29f522644081a8249407ede3c,0.0,Bronze,1.0,0.007211892956059699,0.0,0.0,0.0,Mid-Tier Shoppers,High,0.42267528
48956a092e7d44d33215e84d2b71a53c,0.0,Bronze,1.0,0.01910079087912533,0.0,0.0,0.0,Mainstream Buyers,,
cffb7882374d2bbada77a2a689034981,0.0,Bronze,1.0,0.018429805793627404,0.0,0.0,0.0,Mid-Tier Shoppers,,
d87500fbc50819f8f7282cf5add00b05,0.0,Bronze,1.0,0.009126370262339834,0.0,0.0,0.0,Mainstream Plus,High,0.51145184
7eba295b7f6a16dcf3e9f75510d94898,0.0,Bronze,1.0,0.0063922932530183565,0.0,0.0,0.0,Mid-Tier Shoppers,High,0.40406457
aac634b21f104cc454d3e9c728c92727,0.0,Bronze,1.0,0.005579440759828825,0.0,0.0,0.0,Mainstream Buyers,Critical,0.35054132
d4d520ede8c5bebd0a37dfdcc06164ba,0.0,Bronze,1.0,0.016778444092407033,0.0,0.0,0.0,Mainstream Plus,Low,0.8805965
b16866ec831fa280adc36a71f6a30dbe,0.0,Bronze,1.0,0.008875289578178906,0.0,0.0,0.0,Mainstream Plus,High,0.42190495
d95f60d70d9ea9a7fe37c53c931940bb,0.0,Bronze,1.0,0.01360974361564568,0.0,0.0,0.0,Mainstream Buyers,Low,0.8848696
093e02292e3d50a0e2d37a5c9d77dbbf,0.0,Bronze,1.0,0.018158565596968847,0.0,0.0,0.0,Mainstream Plus,,
7ca7993040083feccb77fabd881ce270,0.0,Bronze,1.0,0.01014860792549049,0.0,0.0,0.0,Mainstream Buyers,High,0.4610518
2ec09b0312464955bea7d384332ba8bc,0.0,Bronze,1.0,0.01655909795742336,0.0,0.0,0.0,Mainstream Plus,Low,0.87132716
92626a3fe5f92731f1d93b5d9cd44ad8,0.0,Bronze,1.0,0.006953237707652901,0.0,0.0,0.0,Mid-Tier Shoppers,High,0.43000385
01ebd7292a8ec3c547e0876d1aa4b3db,0.0,Bronze,1.0,0.012313916874246203,0.0,0.0,0.0,Mid-Tier Shoppers,Low,0.8818772
60c23b4f05e926f24472f5ae2ec6b89c,0.0,Bronze,1.0,0.01871058522429893,0.0,0.0,0.0,Economy Shoppers,,
1ec4d89bd3b69465a248650104088c4b,0.0,Bronze,1.0,0.01258272466393585,0.0,0.0,0.0,Mainstream Buyers,Low,0.8810475
b51ef2f9b84214cc18a0c1b6e2860a7d,0.0,Bronze,1.0,0.005766119626375299,0.0,0.0,0.0,Mainstream Buyers,Critical,0.36995283
ad21255ff9650ff11d50513eff3eed15,0.0,Bronze,1.0,0.011478957836258819,0.0,0.0,0.0,Mainstream Buyers,Low,0.8720665
85fdc9f140218413947b78ea86ce9855,0.0,Bronze,1.0,0.012465985184627323,0.0,0.0,0.0,Mainstream Buyers,Low,0.88246566
f16dd3f2fdd8e832bfbf92a3fc29380e,0.0,Bronze,1.0,0.008481621166994175,0.0,0.0,0.0,Premium Buyers,High,0.42460304
9afb7d75b5d928401c32b979254afc13,0.0,Bronze,1.0,0.005550707595083197,0.0,0.0,0.0,Mainstream Plus,Critical,0.26812
f2824bf9bc3ff1facfe05820f06fa436,0.0,Bronze,1.0,0.010173520726450481,0.0,0.0,0.0,Economy Shoppers,High,0.48946273
0e620b2e35b839f1e372e03afd6bd9ab,0.0,Bronze,1.0,0.018429805793627404,0.0,0.0,0.0,Mid-Tier Shoppers,,
82b0c471b6a24204ca01741b3bb5cc87,0.0,Bronze,1.0,0.011446782760126912,0.0,0.0,0.0,Economy Shoppers,Low,0.8881441
c10abefbb5ea3c13765ae51ee5b7966e,0.0,Bronze,1.0,0.0169283709622396,0.0,0.0,0.0,Mainstream Buyers,,
f70537f7cfc56bd6a96bc1fe04b3fefa,0.0,Bronze,1.0,0.008153919490474799,0.0,0.0,0.0,Budget Buyers,High,0.4569641
bb8061a40ad1af7fa13caba06d476bfe,0.0,Bronze,1.0,0.01972313139730886,0.0,0.0,0.0,Mainstream Buyers,,
978fe0c5d2a70e0ce8f99955f63e29f3,0.0,Bronze,1.0,0.013247670041750075,0.0,0.0,0.0,Mainstream Buyers,Low,0.880047
8ac44e9c15d396b8c3c7cbab0fff4536,0.0,Bronze,1.0,0.011165633901615117,0.0,0.0,0.0,Mid-Tier Shoppers,Low,0.88027
aef4cc2639ecfc04d881dd687ed3ec1a,0.0,Bronze,1.0,0.0063827770777117945,0.0,0.0,0.0,Budget Buyers,High,0.42818534
cb02cdda09b3d6ab39aadeac191f6094,0.0,Bronze,1.0,0.012947590224602533,0.0,0.0,0.0,Economy Shoppers,Low,0.8868841
bec239dc5cea775ad97c271e47cfeaf7,0.0,Bronze,1.0,0.007285908810939092,0.0,0.0,0.0,Mid-Tier Shoppers,High,0.5229478
32d35b37495c90b91603ed706ff912d6,0.0,Bronze,1.0,0.007653099205038551,0.0,0.0,0.0,Mainstream Plus,High,0.40697294
94d7782cb0c66411c4500df77bb6e3f1,0.0,Bronze,1.0,0.01342604659669194,0.0,0.0,0.0,Mainstream Plus,Low,0.8845847
051da0c8b95f2d53eefdb48da43a4058,0.0,Bronze,1.0,0.008122586563524289,0.0,0.0,0.0,Economy Shoppers,High,0.44419008
f231e0441fbde50fb850af1950d6f21e,0.0,Bronze,1.0,0.017397016540566215,0.0,0.0,0.0,Mainstream Buyers,,
129468ef8647b08efc12e04af8506cfc,0.0,Bronze,1.0,0.007412808016714124,0.0,0.0,0.0,Mid-Tier Shoppers,High,0.46973777
cf86162c67e8a54516ba2c9031c96523,0.0,Bronze,1.0,0.007285908810939092,0.0,0.0,0.0,Economy Shoppers,High,0.54683816
c43c903694d240e0094656ad800c5455,0.0,Bronze,1.0,0.011257701365550186,0.0,0.0,0.0,Economy Shoppers,Low,0.87481534
f1b5fefd2603e754ff40d1a48290080b,0.0,Bronze,1.0,0.011811683297519039,0.0,0.0,0.0,Premium Buyers,Low,0.88270736
f74bef75a01750b1517011b59eb1c000,0.0,Bronze,1.0,0.010429941841994297,0.0,0.0,0.0,Mainstream Buyers,Critical,0.38090077
fd15873d506a65dc41e61bc3545c7f60,0.0,Bronze,1.0,0.009413934058883758,0.0,0.0,0.0,Mainstream Plus,High,0.45666265
744cb93cf2ab57936f8dd243617516e8,0.0,Bronze,1.0,0.010590467008922704,0.0,0.0,0.0,Mainstream Buyers,High,0.47950202
217b939db6a739e1e3215e17a6e0de63,0.0,Bronze,1.0,0.014896210610645737,0.0,0.0,0.0,Mid-Tier Shoppers,Low,0.88005346
706cb4fa45140c2466f192e6d449f656,0.0,Bronze,1.0,0.010482875406835799,0.0,0.0,0.0,Economy Shoppers,High,0.4179526
6796f5ccba24f2ff5db634fb69f4b64a,0.0,Bronze,1.0,0.007765137612695079,0.0,0.0,0.0,Mid-Tier Shoppers,Critical,0.39486796
5c3818ff5cfaa25dd3469b02d9425ff9,0.0,Bronze,1.0,0.015938111303814388,0.0,0.0,0.0,Mainstream Plus,Low,0.88659996
927b5dc6871a9349fe880e674f2bed6d,0.0,Bronze,1.0,0.007298397111603253,0.0,0.0,0.0,Mainstream Plus,Critical,0.37301674
88ed0ffd90c7e0c8ab95752a16f01d2c,0.0,Bronze,1.0,0.014839595169445642,0.0,0.0,0.0,Economy Shoppers,Low,0.87923664
7321990745cede1147b728cd2726d9eb,0.0,Bronze,1.0,0.015246238200882877,0.0,0.0,0.0,Economy Shoppers,Low,0.8793776
6f279800252d785cb11706fcc0384259,0.0,Bronze,1.0,0.008498726340322763,0.0,0.0,0.0,Mainstream Buyers,Critical,0.39613244
6e598f3c0385872adbba24dab664282f,0.0,Bronze,1.0,0.00862050113693257,0.0,0.0,0.0,Mainstream Plus,High,0.4274701
bac2d6a45da3161ce6bcf6a09118b99e,0.0,Bronze,1.0,0.011743494973409123,0.0,0.0,0.0,Mainstream Plus,Low,0.89285004
80db9468205ab8feeb73722948bbce52,0.0,Bronze,1.0,0.010198562880747306,0.0,0.0,0.0,Mid-Tier Shoppers,High,0.46068856
895ebf13f70811385a4922e54c182404,0.0,Bronze,1.0,0.014563505380314272,0.0,0.0,0.0,Premium Buyers,Low,0.88280904
f217fb5fdfaf6ecb61bac6b6b5bbd3c7,0.0,Bronze,1.0,0.006941932549401862,0.0,0.0,0.0,Premium Buyers,High,0.56396574
4e03ab024ec93b3c8b991682f3d93377,0.0,Bronze,1.0,0.008764197705197043,0.0,0.0,0.0,Mainstream Plus,High,0.48370147
15d17b993d1a4710e1d4b2718b2f1821,0.0,Bronze,1.0,0.007865989866253024,0.0,0.0,0.0,Premium Buyers,High,0.45450017
17e1aefbee8554b27f76fd3accc19e0d,0.0,Bronze,1.0,0.010074635236579428,0.0,0.0,0.0,Mainstream Buyers,High,0.44275913
052b2c80ba54a9462b895f098a8593e4,0.0,Bronze,1.0,0.006885968174703222,0.0,0.0,0.0,Mainstream Plus,Critical,0.38153702
020fff139f1af3a6dff28456f386fe2d,0.0,Bronze,1.0,0.01861589788815913,0.0,0.0,0.0,Mid-Tier Shoppers,,
0baf61edad2e021f03dc5a4304aef983,0.0,Bronze,1.0,0.013291778966499544,0.0,0.0,0.0,Economy Shoppers,Low,0.87867624
34343e4c06ceecebd5ee18f161c88f58,0.0,Bronze,1.0,0.00945657191424707,0.0,0.0,0.0,Mainstream Plus,High,0.45948076
478c615b39c193099e6f6b352d706ab7,0.0,Bronze,1.0,0.011226832964093799,0.0,0.0,0.0,Economy Shoppers,Low,0.8807741
e8ef033012a92abd4fa76e7db69b124e,0.0,Bronze,1.0,0.012905920333697802,0.0,0.0,0.0,Mid-Tier Shoppers,Low,0.86579305
91007e89826460cdcba05e2201ba13bc,0.0,Bronze,1.0,0.010001789748441663,0.0,0.0,0.0,Mainstream Plus,High,0.492232
3c5846b47d54a0d65ba29fa2ff9e25a1,0.0,Bronze,1.0,0.015742535658344037,0.0,0.0,0.0,Mainstream Buyers,Low,0.8859679
fbfbc2a596dcca8c7829d9d24787c232,0.0,Bronze,1.0,0.006998839076888818,0.0,0.0,0.0,Economy Shoppers,High,0.5167344
f75f376e63ea2acad4426eea83792ca3,0.0,Bronze,1.0,0.0068528318642729815,0.0,0.0,0.0,Mainstream Plus,High,0.43826127
7428ebf9b65a9179a769e6954befa195,0.0,Bronze,1.0,0.007517655970380755,0.0,0.0,0.0,Mid-Tier Shoppers,Critical,0.36514276
223345b23d267598be393e1b629c098a,0.0,Bronze,1.0,0.014839595169445642,0.0,0.0,0.0,Mid-Tier Shoppers,Low,0.878234
8a9003f36ee92e9312ee45a1280a0b7c,0.0,Bronze,1.0,0.010841324463475115,0.0,0.0,0.0,Mainstream Plus,Critical,0.25068992
02c6b472654adef5ac65870849c73444,0.0,Bronze,1.0,0.01278263570843464,0.0,0.0,0.0,Mainstream Buyers,Low,0.8802592
