customer_id,cluster,segment,spend_tier,recency_days,frequency,monetary,avg_order_value,category_diversity,avg_review_score,tenure_days,umap_x,umap_y
a536fed4f2a97c5dea43c049d0850f1b,2,Mainstream Plus,low,231,1,22.99,22.99,1,1.0,231,2.7574453,7.2566004
6da4f9a7ce1e9c0eb31e860f92c866f5,2,Mainstream Plus,low,522,1,12.5,12.5,1,1.0,522,-1.6518811,-5.9855695
136650e7d6ed0da6d222b83fb59144ad,0,Mainstream Buyers,mid-low,328,1,98.97,98.97,1,1.0,328,13.092679,17.433552
0987ed023b037114d6e4e6744f2152bf,4,Mid-Tier Shoppers,high,412,1,359.0,359.0,1,4.0,412,-3.2537558,7.1883645
7bb3b0d45b4e1a13cd914e4a135e6bd9,5,Premium Buyers,low,99,1,64.99,64.99,1,4.0,99,17.663404,4.1165433
249a282dec8f999f2d4180923c165803,2,Mainstream Plus,low,508,1,59.99,59.99,1,5.0,508,-2.2036588,-6.035426
1e487116feb9361b3221c3e93fde4d7f,0,Mainstream Buyers,high,116,1,248.0,248.0,1,1.0,116,6.832353,12.21732
2c24d7d6e7ef2aac9dadd2152b12e072,5,Premium Buyers,high,128,1,390.0,390.0,1,5.0,128,16.296394,6.872404
6b51e8782a01e0aeb45cd6f0b1cd4681,2,Mainstream Plus,mid-low,390,1,82.99,82.99,1,5.0,390,-5.675367,0.454628
42f395e1f35d1a041bafea4dd0875e08,2,Mainstream Plus,low,307,1,79.0,79.0,1,3.0,307,6.4235735,2.8473244
84d1e67ea6f7dc14604511ed8bf85220,1,Economy Shoppers,high,304,1,179.9,179.9,1,4.0,304,14.160765,-5.8016057
816233127943a56c017351cc00dc1f2d,5,Premium Buyers,high,326,1,264.29,264.29,1,5.0,326,10.573367,1.3173835
9df81b7cd5e2cbe09ab02e1a82b8d6c2,2,Mainstream Plus,low,230,1,23.8,23.8,1,5.0,230,0.28928003,-1.258949
90a6d60d171dc59884c02ccb5156befd,0,Mainstream Buyers,mid-low,346,1,119.9,119.9,1,3.0,346,5.5004573,17.45895
66228be37880f504ce2dbbd32c4ffeb0,0,Mainstream Buyers,mid,187,1,149.0,149.0,1,5.0,187,-1.404642,17.7242
386124a646dba2aaea281faab04634f9,1,Economy Shoppers,high,260,1,310.53,310.53,1,5.0,260,12.072207,-5.3024154
f9c59a6fedaa2f0bc67cd03f30f02421,0,Mainstream Buyers,high,124,1,153.75,153.75,1,5.0,124,-1.5622066,17.569677
9b44dad6f8b4374f3635844250e12cc5,0,Mainstream Buyers,low,250,1,40.8,40.8,1,5.0,250,15.573853,14.735129
9123589cf44b8f276882e8388173188a,4,Mid-Tier Shoppers,low,157,1,10.0,10.0,1,4.0,157,-0.9771894,4.1618676
7d8c69b15f2b331d4aceffd9672c8029,3,Budget Buyers,low,541,1,30.0,30.0,1,5.0,541,18.111458,11.355782
3c3cc838c1d08fbda64948b6502e92be,0,Mainstream Buyers,high,361,1,299.0,299.0,1,1.0,361,9.430989,12.512223
1ceacda3f304066791cb6ad623ee3e90,2,Mainstream Plus,low,387,1,69.9,69.9,1,5.0,387,-0.14289723,-0.28107184
1711a649a717aa2a1de1664bb40cc2ba,2,Mainstream Plus,low,458,1,36.9,36.9,1,4.0,458,0.7949374,0.0841371
050a20d417ba3e1143e75ff878afbe9d,1,Economy Shoppers,mid-low,474,1,99.0,99.0,1,3.0,474,19.028084,-2.969705
ca6daade283e024f6638daaef1dcb5fe,3,Budget Buyers,mid-low,86,1,129.9,129.9,1,5.0,86,17.027952,12.911741
887602c8a91e14ec17654855a6a60e98,5,Premium Buyers,high,222,1,176.99,176.99,1,5.0,222,12.279604,6.284882
093cc8dd94c7aae7b33742a5ff3be232,4,Mid-Tier Shoppers,low,518,1,58.0,58.0,1,5.0,518,-3.0433712,8.75422
612710bbe8a65f14327ffb3bb51b208a,1,Economy Shoppers,low,538,1,79.9,79.9,1,5.0,538,12.897066,-6.0450764
ec4e8c560d69abf146f76ff39823050d,1,Economy Shoppers,low,577,1,68.9,68.9,1,5.0,577,13.749568,-6.7161827
e3f80f0f73a4b146a20671cbb8291ee6,0,Mainstream Buyers,high,212,1,380.46,380.46,1,5.0,212,6.731311,19.09478
3382b8d75ce7038437f50fcd2b91eef0,1,Economy Shoppers,mid-low,345,1,89.9,89.9,1,5.0,345,13.812915,1.8800687
81f23b87c6d4f9f35623839be4c81a06,0,Mainstream Buyers,mid,60,1,149.5,149.5,1,5.0,60,6.9511585,12.143693
b40bc204d9bccb87d0afa5cefba3514b,4,Mid-Tier Shoppers,low,191,1,29.3,29.3,1,5.0,191,-0.69618183,12.589218
765d7dac76cbe78e1a04508c91065454,0,Mainstream Buyers,low,190,1,53.9,53.9,1,5.0,190,5.422696,18.334991
edbdebdfd7bb25917c54cc105e4686a9,4,Mid-Tier Shoppers,mid-low,271,1,94.0,94.0,1,2.0,271,6.2474866,8.689113
6a5ce32f795e7e4a0a5d87d813e59001,2,Mainstream Plus,mid-low,499,1,99.9,99.9,1,5.0,499,-0.33154985,0.36405092
c1f326c1584e139615e3ba4ae4d23760,1,Economy Shoppers,mid-low,217,1,119.9,119.9,1,1.0,217,9.024058,2.9877627
31a8654d467ab5c0d7a4a273272c460f,2,Mainstream Plus,high,64,1,153.9,153.9,1,3.0,64,3.166306,6.8757195
daeac7c683a60e1e0eabc8ba0df9d3a5,2,Mainstream Plus,low,246,1,42.0,42.0,1,5.0,246,4.7304864,-5.5036407
9b827375ba57d2e979329d7a5c92685d,2,Mainstream Plus,low,275,1,5.99,5.99,1,1.0,275,0.5494464,-0.6200107
b32986c4d47912105f4a9cc6d0b3f631,2,Mainstream Plus,mid-low,292,1,109.95,109.95,1,5.0,292,-5.6872425,0.289702
e4c5917984666dcd1fac843b5938b6a3,5,Premium Buyers,low,324,1,66.9,66.9,1,4.0,324,18.26651,3.9885352
729b8930036e5f2c3883bc38d7cae018,0,Mainstream Buyers,low,357,1,38.4,38.4,1,4.0,357,13.344962,17.728401
053145877b75927544b098ed35dde2e7,4,Mid-Tier Shoppers,high,371,1,759.96,759.96,1,5.0,371,-3.3472536,7.165266
a99d98a0d509d3f6930bbe4a7f8cd9a3,1,Economy Shoppers,low,131,1,39.9,39.9,1,5.0,131,18.494877,-2.0630138
50951904082363f9436bfc5e535194a8,5,Premium Buyers,high,188,1,697.9,697.9,1,5.0,188,12.699072,5.4238954
9dc43b5f2a289fa4e26d504ec141e07d,0,Mainstream Buyers,mid,318,1,138.0,138.0,1,1.0,318,13.043418,17.435894
ab35d7de3a6afe9a048803c7cb0ea90c,0,Mainstream Buyers,low,71,1,79.8,79.8,1,5.0,71,5.2703586,19.247627
733ce8edf1b05d580ba4fe944d5fc493,0,Mainstream Buyers,low,87,1,14.9,14.9,1,1.0,87,5.188576,18.163258
921fdc244d0ab2156a464cb5035518b5,5,Premium Buyers,high,197,1,832.41,832.41,1,5.0,197,18.516453,4.8838315
7c9c1015111c84b3feff7011e229470d,2,Mainstream Plus,mid-low,178,1,89.9,89.9,1,2.0,178,-0.38272431,-0.41895854
0d68f4d8de943d4d32ec8f72f1d88230,4,Mid-Tier Shoppers,low,201,1,45.62,45.62,1,5.0,201,-5.2057924,12.89511
3a736406a4d0c12b3b248f4af6dba673,1,Economy Shoppers,low,528,1,39.9,39.9,1,3.0,528,12.966106,-6.3993587
fe19d605ec598aaf242f390f67ffbde3,1,Economy Shoppers,high,216,1,199.0,199.0,1,5.0,216,12.655853,-5.217124
b37bfbd042fa644623f3098305c789bb,2,Mainstream Plus,mid-low,232,1,113.0,113.0,1,1.0,232,2.3495018,8.215429
1b7c59aee917c754933d7e4a4a80d717,2,Mainstream Plus,low,423,1,9.99,9.99,1,5.0,423,0.64220333,-0.46858546
676b89eb40103ec0c9860a7c4cbb7bb5,2,Mainstream Plus,mid-low,228,1,104.0,104.0,1,3.0,228,-5.5299544,0.26610732
f1c2169cd128b7d6dbf34e74fda43d55,4,Mid-Tier Shoppers,low,248,1,53.6,53.6,1,4.0,248,-0.38817164,12.065267
d4eb21f0bb4682f3b17464f064c45f28,1,Economy Shoppers,mid-low,124,1,124.0,124.0,1,4.0,124,19.350807,-2.1191723
96456ba9ef4b5e924096618e181c95df,0,Mainstream Buyers,low,507,1,59.9,59.9,1,1.0,507,13.419456,17.001698
68a0f75ceb8d5fe2ec088e848315108a,1,Economy Shoppers,mid,241,1,139.0,139.0,1,5.0,241,11.773779,-5.0563536
902dbd012843fe49743fce302a7765fe,2,Mainstream Plus,mid,175,1,139.0,139.0,1,5.0,175,5.099383,1.2401496
cddad34eaa5c20206d505335b53a40c7,4,Mid-Tier Shoppers,low,112,1,70.0,70.0,1,4.0,112,-3.3507333,7.5630784
e02c7d012516647a8ad7b408edc8374a,4,Mid-Tier Shoppers,high,399,1,156.89,156.89,1,4.0,399,0.18708009,11.788968
f99c513d949e50b5bba00ab208adb793,5,Premium Buyers,mid-low,441,1,87.99,87.99,1,5.0,441,15.463619,7.287959
f05af36cb0718a83b13d96bf8b710d20,1,Economy Shoppers,low,164,1,60.0,60.0,1,3.0,164,9.564858,4.5190434
deac618bef015ae93fd7f18244546243,2,Mainstream Plus,high,300,1,189.0,189.0,1,3.0,300,-0.33246034,-0.3303782
192020ae5b4ff52ca59614b0de8bac20,5,Premium Buyers,mid-low,538,1,129.99,129.99,1,5.0,538,18.263233,3.2780385
a63832a8b162089904b6c6470e9e6434,0,Mainstream Buyers,high,104,1,284.0,284.0,1,5.0,104,6.33992,19.306087
789e7fd3b32368aed09a7971f76758d8,0,Mainstream Buyers,mid-low,71,1,99.99,99.99,1,3.0,71,5.300565,18.498646
5ab6da4f0948f2079320f3ab48f44c5d,2,Mainstream Plus,low,104,1,78.0,78.0,1,4.0,104,4.047928,-7.6387005
f3dfadecc341dcdcb6c252a55192041c,4,Mid-Tier Shoppers,low,117,1,59.99,59.99,1,3.0,117,-5.2332582,4.9378366
2d548a05639982756145f816a600751d,1,Economy Shoppers,mid,590,1,139.99,139.99,1,5.0,590,13.44929,1.4418073
46a6fa15b9f59db51c19aab8f0312bac,4,Mid-Tier Shoppers,high,225,1,186.99,186.99,1,5.0,225,-3.4465292,7.117256
95149169752f33705244ee124d213204,5,Premium Buyers,high,190,1,299.0,299.0,1,5.0,190,19.223824,3.5573642
ed696b15376f0d883ef70d6386cb908a,0,Mainstream Buyers,high,458,1,567.04,567.04,1,4.0,458,7.017091,18.226038
f6f66dd6fa586fba39dc2484d0ab4947,5,Premium Buyers,mid,205,1,139.0,139.0,1,1.0,205,18.437843,3.7844477
288d54d6a596b42c55779d33d5d29ad3,2,Mainstream Plus,mid-low,221,1,122.99,122.99,1,3.0,221,-2.7016096,-6.874288
4b17f248581e9d00a8feb3f7bbb6580c,4,Mid-Tier Shoppers,high,281,1,194.97,194.97,1,5.0,281,-3.4729075,7.0828853
b697190995396d442349aa728da58c9a,4,Mid-Tier Shoppers,mid,231,1,139.94,139.94,1,4.0,231,-3.3878984,7.0583096
2cb7447e1f39e0226cb412707cf38a09,2,Mainstream Plus,mid,97,1,139.9,139.9,1,1.0,97,4.5152264,-7.125633
e1ffcf6864bd61cd2bd1ab8619d914f2,2,Mainstream Plus,low,267,1,49.99,49.99,1,4.0,267,4.512156,-4.6421733
8c98ce45c69c2a2fb988cd55a00fc20b,0,Mainstream Buyers,mid-low,359,1,113.9,113.9,1,5.0,359,12.670845,16.81803
c3c3683b042e9629d28689aa2fb64d3f,4,Mid-Tier Shoppers,high,163,1,179.0,179.0,1,5.0,163,3.6701205,10.507195
942caba7c609eaeab06100f10e3fc4d6,4,Mid-Tier Shoppers,low,69,1,12.35,12.35,1,4.0,69,-0.8990671,4.2207456
510afdc891236e163630afa457975472,0,Mainstream Buyers,low,246,1,16.9,16.9,1,5.0,246,13.261717,17.79157
5bfd150544af5c2e3c71497022bd60ce,1,Economy Shoppers,mid-low,561,1,98.99,98.99,1,1.0,561,13.402745,-6.217664
f771d9c0bb8328bbe1a7492c7efc0654,1,Economy Shoppers,low,246,1,67.5,67.5,1,4.0,246,12.020739,-4.6150246
bcd36b6e86d6863f5b9abd45471c81bf,2,Mainstream Plus,low,374,1,36.0,36.0,1,5.0,374,1.0118788,-0.022331959
7616b63d408b37afcdff25c1c94b1168,0,Mainstream Buyers,high,115,1,169.99,169.99,1,5.0,115,9.970817,12.649985
77104608a51ca163093b261e44fc8cd3,5,Premium Buyers,low,78,1,61.4,61.4,1,5.0,78,17.84753,4.189486
5f4691392be0759eac67f4aeb96950d3,4,Mid-Tier Shoppers,high,87,1,194.99,194.99,1,5.0,87,-0.023177117,5.039817
069a425b9e8a1f9e8d508eff8d7c3925,1,Economy Shoppers,low,382,1,28.38,28.38,1,4.0,382,18.497738,-2.6961503
ba9d58ffb5b81db4ac9478225e7f7e56,5,Premium Buyers,low,476,1,27.9,27.9,1,5.0,476,17.510574,3.440241
15e87cb079dec7c4a10b48d560ecfe4f,2,Mainstream Plus,low,192,1,45.0,45.0,1,5.0,192,1.2907709,-0.65651655
75d3a2981d8edde1ecc2ecac7f82e4bc,2,Mainstream Plus,mid,244,1,145.9,145.9,1,5.0,244,4.798555,-7.004836
9b74cd824a37742f10285243d2c0ad7f,1,Economy Shoppers,high,75,1,292.37,292.37,1,2.0,75,19.304478,-2.437177
024ae08edb07b933f90cf66233749218,4,Mid-Tier Shoppers,mid-low,387,1,87.8,87.8,1,5.0,387,0.21033344,12.032712
07b6b4fe5fefb948fc76b6d2bdba77d8,0,Mainstream Buyers,high,91,1,364.0,364.0,1,1.0,91,8.766678,9.881556
959652be1aeb349fb1f6b3851b02cde8,2,Mainstream Plus,low,87,1,39.0,39.0,1,5.0,87,4.088058,-5.076084
3826c69b59a924f799f03ee725391b04,1,Economy Shoppers,mid-low,74,1,129.0,129.0,1,3.0,74,9.782526,-2.3200226
a8413ee5332b66e830274ce87d490fed,2,Mainstream Plus,mid-low,172,1,102.0,102.0,1,4.0,172,-2.5793366,-7.0780954
3cdeef44eb1b45d1eafd4b86dd787c1d,4,Mid-Tier Shoppers,high,83,1,735.0,735.0,1,4.0,83,-0.11081545,5.3206296
473fa9a9c0acd10f52a4df4c52adc881,1,Economy Shoppers,mid,328,1,144.9,144.9,1,5.0,328,14.562037,-5.947917
fdcfb97fe3dda03be89b37e04d333e73,0,Mainstream Buyers,low,603,1,34.99,34.99,1,4.0,603,13.424049,16.588736
f74b8400e88e151a220bc4269612059f,2,Mainstream Plus,low,56,1,49.9,49.9,1,5.0,56,-0.03025749,-1.4862734
aaa423fb52f4106f477683490cbd5845,4,Mid-Tier Shoppers,low,64,1,27.49,27.49,1,5.0,64,-1.0233752,12.483047
79aff2ef60b4eb882529f6f5f132ddd1,5,Premium Buyers,low,413,1,19.9,19.9,1,4.0,413,17.335459,3.1462476
20e8e2b1b839e18080e494ad066fb413,2,Mainstream Plus,low,216,1,14.9,14.9,1,5.0,216,0.55594456,-1.1258867
30eea11489ed0fc2155f0ffd1c7b0fad,2,Mainstream Plus,mid-low,186,1,126.79,126.79,1,3.0,186,-2.261965,-6.409232
8b6940ce6a48f2b06dc2cb5967f42017,2,Mainstream Plus,low,538,1,18.99,18.99,1,5.0,538,5.3630605,-4.42711
2505800b435d9cc0ffabe667edbbd708,1,Economy Shoppers,low,160,1,39.99,39.99,1,5.0,160,14.220769,-4.8152823
ebf84e00361c31f0610635647dbd0db1,5,Premium Buyers,low,424,1,29.0,29.0,1,3.0,424,10.235821,0.641625
9dba33766e5d1426fba004cea912b1f6,1,Economy Shoppers,high,156,1,428.0,428.0,1,4.0,156,12.308649,-5.3459463
a7da8fbe6f9c9db6d9847a36126ecfd8,3,Budget Buyers,low,520,1,54.9,54.9,1,5.0,520,17.260504,12.16844
e4c44f8397c63555e4d0b11f4e7addc5,4,Mid-Tier Shoppers,high,741,1,379.98,379.98,1,5.0,741,3.4412758,5.057135
fa30e48dd16ed998b9de1fad90d22a73,0,Mainstream Buyers,low,469,1,24.75,24.75,1,5.0,469,13.314216,17.08345
1f5b69f5dd7c256aa9a601a4ec353abf,2,Mainstream Plus,low,324,1,69.9,69.9,1,1.0,324,0.1472135,-0.1616296
81772c512e346e43fbd7cc81f60b7af6,4,Mid-Tier Shoppers,mid,193,1,142.0,142.0,1,3.0,193,-5.2444873,12.677504
2519d867dd1a3978f406e0af4f7ece17,2,Mainstream Plus,mid-low,95,1,89.9,89.9,1,5.0,95,-2.0020814,-6.550067
7456113cce8651aa1338725882c6a353,0,Mainstream Buyers,mid-low,317,1,99.9,99.9,1,5.0,317,13.035277,18.026278
3d86c7409e155bf2b6490a0a3384a48c,0,Mainstream Buyers,low,96,1,72.99,72.99,1,4.0,96,17.859718,16.654654
b4c16be45fd4a77e585f1b40b51471e2,0,Mainstream Buyers,mid-low,282,1,129.0,129.0,1,5.0,282,12.263224,16.919918
5fa362aece79c1e57c8501bb3fedcc6c,1,Economy Shoppers,high,283,1,389.9,389.9,1,4.0,283,11.955995,-5.329603
bcc9229d8548d1605666e8e943417113,4,Mid-Tier Shoppers,low,400,1,69.9,69.9,1,5.0,400,0.08327357,12.197516
01c41ead4383471f6ef23bcf19aeb5c5,1,Economy Shoppers,mid,135,1,134.9,134.9,1,5.0,135,12.615666,-4.961158
5b7bd807fe0dcfe5208c642e07e268c9,2,Mainstream Plus,low,127,1,14.9,14.9,1,5.0,127,0.61032546,-1.0942554
3ec5ccbd62cdba9f2d97f0ae56acd254,3,Budget Buyers,low,232,1,11.55,11.55,1,5.0,232,19.073658,10.748028
ef7d14a8b9f97073b747a5434e4cf7f0,4,Mid-Tier Shoppers,mid,456,1,149.9,149.9,1,5.0,456,3.9601495,10.703333
3198dc1ea5691b70e1e47975503664bf,2,Mainstream Plus,low,406,1,29.9,29.9,1,4.0,406,4.691537,-4.676062
6453a2d9099f39610bc937d33b3aa9cd,2,Mainstream Plus,high,270,1,150.0,150.0,1,1.0,270,6.4702773,6.0598974
cbc38fd363bb1b56f5afd2e56123c3a3,4,Mid-Tier Shoppers,mid-low,60,1,129.9,129.9,1,5.0,60,4.669072,10.274859
57a0a8e149ea174b2e511d398d27466e,1,Economy Shoppers,mid-low,219,1,109.9,109.9,1,5.0,219,12.1857815,-6.597162
cdfc52019bb0d9ad47cddf2ed52ed2f8,4,Mid-Tier Shoppers,mid-low,79,1,94.9,94.9,1,3.0,79,-3.3559816,7.1954722
49a1d87f4c2d121dd5b5a210ce6624a9,1,Economy Shoppers,high,188,1,311.98,311.98,1,1.0,188,13.458831,-5.5948124
fdc9789bfed35fc346a1df680df88698,2,Mainstream Plus,low,331,1,36.0,36.0,1,3.0,331,2.3608997,8.046324
ee89679fe593f6d6ea420a3fac625110,2,Mainstream Plus,high,195,1,209.0,209.0,1,3.0,195,4.566694,-7.471868
13fcc139e9162c05fb256d3bd6fa16f8,1,Economy Shoppers,low,298,1,60.0,60.0,1,5.0,298,9.800795,-2.3350453
57d5846f41d30acf13bb29a957846838,4,Mid-Tier Shoppers,mid-low,107,1,125.8,125.8,1,5.0,107,3.6611717,10.55376
7ce1fc9e99a49468fd3ba1df06317ff3,4,Mid-Tier Shoppers,high,395,1,799.96,799.96,1,4.0,395,-3.2493727,7.1037107
bcd146ad0529dbed88048c6bb5397ff3,2,Mainstream Plus,low,541,1,19.9,19.9,1,5.0,541,5.2795362,-4.963534
815a680608ecf58bb28d25fbb5c82ec5,4,Mid-Tier Shoppers,low,80,1,21.1,21.1,1,4.0,80,-0.888588,12.527359
67963c9d23067c44d4095d9a185da880,1,Economy Shoppers,mid-low,436,1,89.9,89.9,1,4.0,436,13.92962,-6.148576
bdf997bae7ca819b0415f5174d6b4302,2,Mainstream Plus,low,81,1,63.9,63.9,1,5.0,81,-1.7018262,-6.4803305
3dc8cf64aaa71f55d02fe4f0ebf4efce,1,Economy Shoppers,high,149,1,399.99,399.99,1,5.0,149,14.218866,1.4898858
1d23076b85bfc61ed3777d9286c75d98,5,Premium Buyers,mid-low,117,1,89.99,89.99,1,5.0,117,20.42866,7.7180734
448f50c8bf267359741eba2a935b3f05,1,Economy Shoppers,high,328,1,399.9,399.9,1,1.0,328,9.041302,2.9964836
d420e75c9fb8c81b1108eb27bcda5aa1,0,Mainstream Buyers,mid,279,1,139.8,139.8,1,1.0,279,12.941371,17.26273
1cd146c5b0b02ca65ae036c0dfcc2f3f,4,Mid-Tier Shoppers,high,90,1,150.0,150.0,1,5.0,90,-0.9871979,11.512092
b7594fafdd45711b75ec17b8d3585215,1,Economy Shoppers,mid-low,535,1,109.99,109.99,1,5.0,535,13.823218,-6.6143374
a9e26da0b2909a6273acbe43e4b6af99,4,Mid-Tier Shoppers,low,127,1,58.0,58.0,1,4.0,127,-3.4569402,8.894195
16d7008e96c81210b00221d33a00a6db,2,Mainstream Plus,low,148,1,23.9,23.9,1,4.0,148,0.98740494,-0.85674685
16d344034d088c4ea420da408ef77129,5,Premium Buyers,low,317,1,17.99,17.99,1,5.0,317,17.28264,3.3775566
fea8050983c42f7907b0150e1a2751da,4,Mid-Tier Shoppers,high,409,1,379.98,379.98,1,4.0,409,-0.71516925,5.396364
e94869a739b5e8d08b2be671ce692628,2,Mainstream Plus,mid-low,209,1,84.9,84.9,1,5.0,209,4.1480227,-7.6873384
f838e842c0f8bda43a21d146deb6f087,4,Mid-Tier Shoppers,mid-low,278,1,129.99,129.99,1,5.0,278,-4.694355,8.203668
8d530bb376a32c1a88884c941bfa3789,1,Economy Shoppers,low,462,1,22.9,22.9,1,1.0,462,13.237871,-5.5369906
b1a32b560093cdad033bcdc59baf0949,0,Mainstream Buyers,mid-low,316,1,129.9,129.9,1,4.0,316,12.76051,17.225052
f1000cd85936267cdb2aafa66f4f798e,2,Mainstream Plus,mid,225,1,135.0,135.0,1,5.0,225,5.4970903,-6.1285
55ebb25019b36dad5e9aabd5475ce7f5,2,Mainstream Plus,low,492,1,39.9,39.9,1,5.0,492,5.451933,-5.349146
d4e84c51d0ecc10da23b00adcbf9ae85,1,Economy Shoppers,low,72,1,45.0,45.0,1,5.0,72,11.9772415,-4.2073116
dbbab934da3c392e64a7c76adeeed097,2,Mainstream Plus,mid-low,85,1,95.0,95.0,1,5.0,85,-0.61428434,-1.4593617
26d867bd2cae0c9840ab2e5d537d70bf,3,Budget Buyers,low,267,1,32.0,32.0,1,5.0,267,17.438686,12.782724
7b7ba461fc53c28a671aef86b651235d,0,Mainstream Buyers,low,632,1,63.99,63.99,1,5.0,632,13.719653,16.618761
5cb606d43600f31c6bed6f2be64ba1df,2,Mainstream Plus,mid-low,192,1,107.7,107.7,1,3.0,192,-0.717509,-0.7707446
15eaec05b52afd1eea2be01e0d4ea169,4,Mid-Tier Shoppers,high,190,1,189.9,189.9,1,5.0,190,-0.24966945,5.593253
e46ace8865b4cacb79e81b14663ebeb3,5,Premium Buyers,high,596,1,194.5,194.5,1,4.0,596,18.759659,3.0096126
781631db44968ee7218c9602594751ca,1,Economy Shoppers,low,451,1,57.66,57.66,1,5.0,451,12.945145,-5.60324
f1a9c5f4eb8a4d8cd2eb314107f615a4,4,Mid-Tier Shoppers,low,81,1,49.65,49.65,1,5.0,81,-5.218948,12.960551
7c93c17ccc4a9e08b5f287dcdf38e9c6,2,Mainstream Plus,mid-low,170,1,89.9,89.9,1,1.0,170,2.9417033,7.0507584
1a2c6d2c691d8bccbfddfd90c575c6e6,1,Economy Shoppers,high,217,1,467.0,467.0,1,1.0,217,9.440607,4.2880816
c1b41aa8cc67484698faea4ce1674f30,5,Premium Buyers,low,457,1,17.64,17.64,1,5.0,457,16.293362,7.926715
9058d1725a0f910092c35f6da4a11464,1,Economy Shoppers,low,427,1,61.5,61.5,1,5.0,427,12.232918,-5.173916
89ce5d185f524e19ab34c90e6739aa7a,4,Mid-Tier Shoppers,high,110,1,720.99,720.99,1,5.0,110,4.628416,10.251732
bf9f964e516cb310162aa203b7e304ff,1,Economy Shoppers,low,93,1,29.99,29.99,1,5.0,93,12.74492,-4.541848
bd40faeeca500f134adf9aebc81453bb,0,Mainstream Buyers,mid-low,104,1,90.0,90.0,1,3.0,104,12.737487,17.924252
a00153cd524cd6264bfc9caf183726ec,2,Mainstream Plus,mid-low,497,1,127.8,127.8,1,5.0,497,0.9074846,0.3003432
60b2620611c1fd25c9d812a6850fdb4c,0,Mainstream Buyers,mid,248,1,149.9,149.9,1,5.0,248,5.671148,18.531174
9695ed0844ddd2e94315f39ed1828058,4,Mid-Tier Shoppers,mid-low,236,1,96.0,96.0,1,5.0,236,-5.161092,12.606233
053fbd86c4da63d8983a3246fc3ae18c,0,Mainstream Buyers,low,334,1,23.99,23.99,1,5.0,334,-1.2800037,16.695148
9dfda6f4234eb2949a188f44d489990d,0,Mainstream Buyers,low,326,1,49.0,49.0,1,5.0,326,-1.2175106,16.954308
7f47f37aa5317f1a00d397962a0dc7b7,2,Mainstream Plus,low,134,1,78.0,78.0,1,4.0,134,5.061511,1.3068502
625e0f9079a19e4cc2810a46c5a21457,5,Premium Buyers,high,330,1,239.9,239.9,1,5.0,330,19.20949,3.3905723
fdc9ea90bfb6df0f7f53217158a3ce0d,0,Mainstream Buyers,high,328,1,239.0,239.0,1,5.0,328,12.319958,16.662235
66905eb09ad32271ee0035c844dda66b,3,Budget Buyers,low,423,1,14.9,14.9,1,5.0,423,18.97431,11.013415
77e10fc2d1caedc97de8b3e10db7e69e,2,Mainstream Plus,low,331,1,21.99,21.99,1,3.0,331,4.563576,-4.757928
8779b7cd60feec38f2186e9ebab8b034,1,Economy Shoppers,high,277,1,179.49,179.49,1,5.0,277,19.513662,-2.427132
